pedestrianId simTime groupId-PID5
1 0.0 0
2 0.0 0
3 0.0 0
4 0.0 0
5 0.0 0
3 0.48253212994118416 0
4 0.583936258320791 0
2 0.5934017732928476 0
1 0.6545765573914302 0
5 0.82988513900349 0
3 0.9650642598823683 0
4 1.167872516641582 0
2 1.1868035465856952 0
1 1.3091531147828603 0
3 1.4475963898235524 0
5 1.65977027800698 0
4 1.751808774962373 0
2 1.7802053198785428 0
3 1.9301285197647366 0
1 1.9637296721742905 0
4 2.335745033283164 0
2 2.3736070931713904 0
3 2.412660649705921 0
5 2.48965541701047 0
1 2.6183062295657207 0
3 2.895192779647105 0
4 2.919681291603955 0
2 2.967008866464238 0
1 3.272882786957151 0
5 3.31954055601396 0
3 3.377724909588289 0
4 3.503617549924746 0
2 3.5604106397570856 0
3 3.860257039529473 0
1 3.9274593443485815 0
4 4.087553808245537 0
5 4.149425695017451 0
2 4.153812413049933 0
3 4.342789169470657 0
1 4.582035901740012 0
4 4.671490066566328 0
2 4.747214186342781 0
3 4.825321299411841 0
5 4.979310834020941 0
6 5.2 1
7 5.2 1
8 5.2 1
9 5.2 1
10 5.2 1
1 5.236612459131442 0
4 5.255426324887119 0
3 5.307853429353025 0
2 5.340615959635628 0
7 5.719894138417201 1
9 5.7620662106260605 1
10 5.771136619436616 1
8 5.782526470261592 1
6 5.787537737633211 1
3 5.790385559294209 0
5 5.809195973024432 0
4 5.83936258320791 0
1 5.891189016522873 0
2 5.934017732928476 0
7 6.239788276834402 1
3 6.272917689235393 0
9 6.324132421252121 1
10 6.342273238873232 1
8 6.365052940523184 1
6 6.375075475266422 1
4 6.423298841528701 0
2 6.527419506221324 0
1 6.545765573914303 0
5 6.639081112027922 0
3 6.755449819176577 0
7 6.7596824152516035 1
9 6.886198631878181 1
10 6.913409858309848 1
8 6.947579410784776 1
6 6.962613212899632 1
4 7.007235099849492 0
2 7.120821279514171 0
1 7.200342131305733 0
3 7.237981949117761 0
7 7.279576553668805 1
9 7.4482648425042415 1
5 7.4689662510314125 0
10 7.484546477746464 1
8 7.530105881046368 1
6 7.550150950532843 1
4 7.591171358170283 0
