timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
29 33 54 0.39435192256889406 0.005648077431105958
71 86 113 0.3946744515535096 0.0053255484464904135
75 56 86 0.3902823910563307 0.009717608943669298
112 177 203 0.39258618341446916 0.0074138165855308635
122 165 167 0.3948016152967251 0.005198384703274939
131 30 58 0.3970618081978436 0.0029381918021564313
150 10 229 0.3923451769645638 0.007654823035436242
158 140 153 0.3923629846357714 0.0076370153642286165
162 107 124 0.3980014379154393 0.001998562084560729
170 98 184 0.393744448594327 0.006255551405673021
174 31 74 0.39279069998793287 0.007209300012067155
188 108 119 0.39680842517137027 0.0031915748286297507
191 199 239 0.39716578402756236 0.002834215972437659
197 119 138 0.39114081569893 0.008859184301070022
198 5 103 0.39601108496162474 0.003988915038375285
198 119 158 0.3893077043710778 0.01069229562892221
203 74 185 0.3984191959014445 0.0015808040985555438
204 74 185 0.3984191959014445 0.0015808040985555438
207 189 198 0.39217937008546816 0.007820629914531863
211 164 238 0.3955243693832392 0.004475630616760817
213 124 234 0.39817366243756097 0.001826337562439051
214 92 209 0.3977328315801396 0.0022671684198604103
219 182 183 0.3944872772951463 0.005512722704853701
225 178 209 0.39607278527204365 0.003927214727956374
226 164 175 0.39054288068622206 0.009457119313777962
229 120 224 0.39237449347198955 0.007625506528010473
230 164 247 0.39098705755314567 0.009012942446854355
231 164 247 0.39098705755314567 0.009012942446854355
237 5 128 0.3999970354535857 2.964546414296887E-6
237 117 128 0.3933573209245737 0.0066426790754263165
241 135 233 0.39727911981285186 0.002720880187148167
242 135 233 0.39727911981285186 0.002720880187148167
248 168 189 0.39679467741370167 0.0032053225862983536
253 165 223 0.39230997596217043 0.00769002403782959
255 212 223 0.39881617728023677 0.00118382271976325
257 91 151 0.39445237520928195 0.005547624790718075
264 188 212 0.394032898725292 0.005967101274708009
264 207 238 0.38892725440461995 0.011072745595380074
267 15 91 0.3999831450074814 1.6854992518633427E-5
268 15 234 0.3898041246127394 0.010195875387260633
314 146 240 0.39697393205998044 0.0030260679400195833
326 15 181 0.3967983924339454 0.003201607566054643
326 236 243 0.39534859129386185 0.0046514087061381715
