pedestrianId simTime groupId-PID5
1 0.4 1
2 0.4 1
3 0.4 1
4 0.4 1
5 0.4 1
3 0.8825321299411841 1
4 0.983936258320791 1
2 0.9934017732928476 1
1 1.0545765573914303 1
5 1.22988513900349 1
3 1.3650642598823683 1
4 1.567872516641582 1
2 1.5868035465856951 1
1 1.7091531147828605 1
3 1.8475963898235526 1
5 2.05977027800698 1
4 2.151808774962373 1
2 2.1802053198785427 1
3 2.330128519764737 1
1 2.3637296721742906 1
4 2.735745033283164 1
2 2.7736070931713903 1
3 2.812660649705921 1
5 2.88965541701047 1
1 3.018306229565721 1
3 3.2951927796471048 1
4 3.319681291603955 1
2 3.367008866464238 1
1 3.6728827869571514 1
5 3.71954055601396 1
3 3.7777249095882888 1
4 3.903617549924746 1
2 3.9604106397570855 1
3 4.260257039529473 1
1 4.327459344348582 1
4 4.487553808245536 1
5 4.54942569501745 1
2 4.553812413049933 1
3 4.742789169470657 1
1 4.982035901740012 1
4 5.071490066566327 1
2 5.14721418634278 1
3 5.225321299411841 1
5 5.37931083402094 1
1 5.636612459131443 1
4 5.655426324887118 1
3 5.707853429353025 1
2 5.740615959635628 1
3 6.190385559294209 1
5 6.20919597302443 1
4 6.239362583207909 1
1 6.291189016522873 1
2 6.3340177329284755 1
3 6.672917689235393 1
4 6.8232988415287 1
2 6.927419506221323 1
1 6.945765573914303 1
5 7.039081112027921 1
3 7.155449819176577 1
4 7.407235099849491 1
2 7.520821279514171 1
1 7.600342131305734 1
3 7.637981949117761 1
5 7.868966251031411 1
4 7.991171358170282 1
2 8.114223052807018 1
3 8.120514079058946 1
1 8.254918688697163 1
4 8.575107616491074 1
3 8.60304620900013 1
5 8.698851390034902 1
2 8.707624826099867 1
1 8.909495246088593 1
3 9.085578338941314 1
4 9.159043874811864 1
2 9.301026599392713 1
5 9.528736529038392 1
1 9.564071803480022 1
3 9.568110468882498 1
4 9.742980133132654 1
2 9.89442837268556 1
3 10.050642598823682 1
1 10.218648360871452 1
4 10.326916391453445 1
5 10.358621668041883 1
2 10.487830145978407 1
3 10.533174728764866 1
1 10.873224918262881 1
4 10.910852649774235 1
3 11.01570685870605 1
2 11.081231919271254 1
5 11.188506807045373 1
4 11.494788908095025 1
3 11.498238988647234 1
1 11.52780147565431 1
2 11.6746336925641 1
3 11.980771118588418 1
5 12.018391946048864 1
4 12.078725166415815 1
1 12.18237803304574 1
2 12.268035465856947 1
3 12.463303248529602 1
4 12.662661424736605 1
1 12.83695459043717 1
5 12.848277085052354 1
2 12.861437239149794 1
3 12.945835378470786 1
4 13.246597683057395 1
3 13.42836750841197 1
2 13.45483901244264 1
1 13.4915311478286 1
5 13.678162224055844 1
4 13.830533941378185 1
3 13.910899638353154 1
2 14.048240785735487 1
1 14.146107705220029 1
3 14.393431768294338 1
4 14.414470199698975 1
5 14.508047363059335 1
2 14.641642559028334 1
1 14.800684262611458 1
3 14.875963898235522 1
4 14.998406458019765 1
2 15.23504433232118 1
5 15.337932502062825 1
3 15.358496028176706 1
1 15.455260820002888 1
4 15.582342716340555 1
2 15.828446105614027 1
3 15.84102815811789 1
1 16.109837377394317 1
4 16.166278974661346 1
5 16.167817641066314 1
3 16.323560288059074 1
2 16.421847878906874 1
4 16.750215232982136 1
1 16.764413934785747 1
3 16.806092418000258 1
5 16.997702780069805 1
2 17.01524965219972 1
3 17.288624547941442 1
4 17.334151491302926 1
1 17.418990492177176 1
2 17.608651425492567 1
3 17.771156677882626 1
5 17.827587919073295 1
4 17.918087749623716 1
1 18.073567049568606 1
2 18.202053198785414 1
3 18.25368880782381 1
4 18.502024007944506 1
5 18.657473058076786 1
1 18.728143606960035 1
3 18.736220937764994 1
2 18.79545497207826 1
4 19.085960266265296 1
3 19.218753067706178 1
1 19.382720164351465 1
2 19.388856745371108 1
5 19.487358197080276 1
4 19.669896524586086 1
3 19.701285197647362 1
2 19.982258518663954 1
1 20.037296721742894 1
3 20.183817327588546 1
4 20.253832782906876 1
5 20.317243336083767 1
2 20.5756602919568 1
3 20.66634945752973 1
1 20.691873279134324 1
4 20.837769041227666 1
5 21.147128475087257 1
3 21.148881587470914 1
2 21.169062065249648 1
1 21.346449836525753 1
4 21.421705299548456 1
3 21.631413717412098 1
2 21.762463838542494 1
5 21.977013614090747 1
1 22.001026393917183 1
4 22.005641557869247 1
3 22.113945847353282 1
2 22.35586561183534 1
4 22.589577816190037 1
3 22.596477977294466 1
1 22.655602951308612 1
5 22.806898753094238 1
2 22.949267385128188 1
3 23.07901010723565 1
4 23.173514074510827 1
1 23.310179508700042 1
2 23.542669158421035 1
3 23.561542237176834 1
5 23.63678389209773 1
4 23.757450332831617 1
1 23.96475606609147 1
3 24.044074367118018 1
2 24.13607093171388 1
4 24.341386591152407 1
5 24.46666903110122 1
3 24.526606497059202 1
1 24.6193326234829 1
2 24.729472705006728 1
4 24.925322849473197 1
3 25.009138627000386 1
1 25.27390918087433 1
5 25.29655417010471 1
2 25.322874478299575 1
3 25.49167075694157 1
4 25.509259107793987 1
2 25.91627625159242 1
1 25.92848573826576 1
3 25.974202886882754 1
4 26.093195366114777 1
5 26.1264393091082 1
3 26.456735016823938 1
2 26.509678024885268 1
1 26.58306229565719 1
4 26.677131624435567 1
3 26.939267146765122 1
5 26.95632444811169 1
2 27.103079798178115 1
1 27.23763885304862 1
4 27.261067882756358 1
3 27.421799276706306 1
2 27.69648157147096 1
5 27.78620958711518 1
4 27.845004141077148 1
1 27.89221541044005 1
3 27.90433140664749 1
2 28.28988334476381 1
3 28.386863536588674 1
